ID,m/z,m.z_Floor,RT,RT_Floor,RT_Ceiling,Adduct,Height,Area,MatchScore,Gaussian,S/N
3131,447.08545,447,4.8881352,4.75,5,[M+H]+,188679.125,1064680.514,0,0.6591317,5.516803
3132,451.75357,452,4.8881352,4.75,5,[M+H]+,112746.5,836455.3473,0,0.8269851,2254.93
3133,510.18958,510,4.8881352,4.75,5,[M+H]+,204142.3125,2460871.429,0,0.9185808,4.540483
3134,589.32257,589,4.8881352,4.75,5,[M+H]+,199272.6875,1340938.991,0,0.8537771,3985.454
3135,90.53916,91,4.9083394,4.75,5,[M+H]+,149212.0625,865995.1854,0,0.853102,18.85114
3136,130.15903,130,4.9083394,4.75,5,[M+H]+,747713.5,5900800.666,0,0.687981,37.89132
3137,172.09665,172,4.9083394,4.75,5,[M+H]+,2278235.875,19614716.73,0,0.9187905,25.46059
3138,207.98218,208,4.9083394,4.75,5,[M+H]+,316684.3125,2002658.149,0,0.8627357,96.22147
3139,208.06036,208,4.9083394,4.75,5,[M+H]+,412403581.1,3101582312,0,0.764464,2030.833
3140,209.06296,209,4.9083394,4.75,5,[M+H]+,45527765.75,341113933.6,0,0.738434,145.2627
3141,210.06424,210,4.9083394,4.75,5,[M+H]+,2510281.438,18759367.12,0,0.7889215,268.1577
3142,225.08664,225,4.9083394,4.75,5,[M+NH4]+,3557746.875,22632704.49,0,0.8296405,29.39581
3143,230.0421,230,4.9083394,4.75,5,[M+Na]+,6055501.813,46390041.8,0,0.9369946,78.85019
3144,239.55811,240,4.9083394,4.75,5,[M+H]+,157747.5625,987879.6023,0,0.8364457,37.09773
3145,247.54657,248,4.9083394,4.75,5,[M+H]+,399689.375,2832649.604,0,0.8360141,7993.788
3146,249.08659,249,4.9083394,4.75,5,[M+H]+,3636233.438,23908339.76,0,0.802167,10.31162
3147,263.13864,263,4.9083394,4.75,5,[M+NH4]+,18959510.88,180774073.7,0,0.6072483,24.31881
3148,268.09235,268,4.9083394,4.75,5,[M+Na]+,1041074.875,6324416.546,0,0.8832142,90.97631
3149,293.22202,293,4.9083394,4.75,5,[M+H]+,729843.9375,5477669.47,0,0.7687411,23.88148
3150,329.71582,330,4.9083394,4.75,5,[M+2H]2+,3152813.563,22125668.9,0,0.9023024,61703.14
3151,330.21741,330,4.9083394,4.75,5,[M+2H]2+,1151440.875,7880381.395,0,0.8101285,6.661329
3152,330.55991,331,4.9083394,4.75,5,[M+H]+,159533.3125,1062618.007,0,0.8186217,3190.666
3153,349.01108,349,4.9083394,4.75,5,[M+H]+,99739.0625,650078.1028,0,0.8430854,1994.781
3154,352.22266,352,4.9083394,4.75,5,[M+NH4]+,2032598,27079300,0,0.8283226,7.374756
3155,357.18042,357,4.9083394,4.75,5,[M+Na]+,1851551.875,11307064.51,0,0.9708702,11.21391
3156,371.2283,371,4.9083394,4.75,5,[M+H]+,918866.9375,7277896.847,0,0.7072557,5.383767
3157,415.1131,415,4.9083394,4.75,5,[M+H]+,60371538.94,350471797.6,0,0.9195407,118.1768
3158,416.11646,416,4.9083394,4.75,5,[M+H]+,12831724.06,74436208.97,0,0.9234214,168.949
3159,417.11868,417,4.9083394,4.75,5,[M+H]+,1911995.813,10944502.3,0,0.92968,5.190689
3160,433.7316,434,4.9083394,4.75,5,[M+H]+,62141.8125,346762.4952,0,0.8116218,1242.836
3161,434.0864,434,4.9083394,4.75,5,[M+H]+,70893.625,425203.728,0,0.7802194,1417.873
3162,437.09509,437,4.9083394,4.75,5,[M+Na]+,774637.1875,4845582.72,0,0.8941645,3.886879
3163,441.21295,441,4.9083394,4.75,5,[M+H]+,679120.5625,5471991.176,0,0.8337013,5.703791
3164,470.19153,470,4.9083394,4.75,5,[M+H]+,523953.5625,3545867.731,0,0.7584663,42.98164
3165,471.19443,471,4.9083394,4.75,5,[M+H]+,155530.9375,1112541.007,0,0.8306693,5.275542
3166,511.17935,511,4.9083394,4.75,5,[M+H]+,35473,180037.9083,0,0.7508299,2.886951
3167,552.26636,552,4.9083394,4.75,5,[M+H]+,135261.625,995345.4995,0,0.7705309,2.94451
3168,553.35889,553,4.9083394,4.75,5,[M+H]+,96432,540315.8806,0,0.8523761,1928.64
3169,658.42242,658,4.9083394,4.75,5,[M+H]+,219526.9375,1387613.847,0,0.7711923,4390.539
3170,83.06086,83,4.9299811,4.75,5,[M+H]+,37152473,483340642.6,0,0.860454,15.0558
3171,124.11214,124,4.9299811,4.75,5,[M+H]+,267498.8125,2270382.247,0,0.8107478,17.61453
3172,134.06003,134,4.9299811,4.75,5,[M+H]+,1317754.938,11439973.39,0,0.9007164,33.71389
3173,173.11723,173,4.9299811,4.75,5,[M+H]+,753077.125,7724289.288,0,0.6954492,8.028113
3174,185.047,185,4.9299811,4.75,5,[M+H]+,1007246.438,9234954.471,0,0.9291251,3.37874
3175,231.04527,231,4.9299811,4.75,5,[M+Na]+,647312.0625,4831498.582,0,0.9128167,40.892
3176,252.66377,253,4.9299811,4.75,5,[M+H]+,496470.875,4322618.034,0,0.6922362,5.633007
3177,294.68896,295,4.9299811,4.75,5,[M+H]+,492482.4375,3362906.82,0,0.8015358,37.93179
3178,342.72766,343,4.9299811,4.75,5,[M+H]+,156539,1036363.741,0,0.7434559,3130.78
3179,413.09857,413,4.9299811,4.75,5,[M+H]+,202006.5,1543693.793,0,0.7865016,4040.13
3180,454.16049,454,4.9299811,4.75,5,[M+H]+,810321.6875,4907753.854,0,0.8168955,2.570438
3181,497.15833,497,4.9299811,4.75,5,[M+H]+,596137.5625,3302175.033,0,0.7276571,6.294973
3182,498.1618,498,4.9299811,4.75,5,[M+H]+,142830.5,764884.5996,0,0.7762612,9.674203
3183,630.34424,630,4.9299811,4.75,5,[M+H]+,391934.25,2473681.656,0,0.8506095,7838.685
3184,156.08069,156,4.9515749,4.75,5,[M+H]+,2178285.938,16618927.97,0,0.8061383,68.73576
3185,162.05478,162,4.9515749,4.75,5,[M+H]+,50490263.75,390927959.7,0,0.8802927,217.5583
3186,163.05809,163,4.9515749,4.75,5,[M+H]+,4995008.75,39174996.15,0,0.9017122,40.41307
3187,164.53365,165,4.9515749,4.75,5,[M+H]+,176015.6875,1393977.339,0,0.9138314,9.329811
3188,172.51996,173,4.9515749,4.75,5,[M+H]+,507221.0625,3967672.319,0,0.9666126,156.1471
3189,203.60181,204,4.9515749,4.75,5,[M+2H]2+,257617.3125,2749474.823,0,0.789398,53.18589
3190,239.65468,240,4.9515749,4.75,5,[M+H]+,176236.625,1958283.529,0,0.6761751,4.048286
3191,247.10735,247,4.9515749,4.75,5,[M+H]+,27030964.56,171096054.4,0,0.8610073,66.49091
3192,248.11061,248,4.9515749,4.75,5,[M+H]+,3775833.938,24233427.95,0,0.8543909,20.8907
3193,264.66016,265,4.9515749,4.75,5,[M+H]+,305685.5625,2423804.321,0,0.8973051,8.917155
3194,344.22733,344,4.9515749,4.75,5,[M+H]+,1458110.063,8815610.92,0,0.6932329,6.190264
3195,382.10617,382,4.9515749,4.75,5,[M+H]+,1567764.313,9301284.731,0,0.7810907,8.079091
3196,383.11032,383,4.9515749,4.75,5,[M+H]+,249944.8125,1472456.887,0,0.9375935,42.50571
3197,383.18073,383,4.9515749,4.75,5,[M+H]+,4009134.813,24340143.17,0,0.8463479,17.56802
3198,395.5545,396,4.9515749,4.75,5,[M+H]+,49781.5625,273284.2192,0,0.804019,995.6312
3199,426.20181,426,4.9515749,4.75,5,[M+H]+,820439.3125,5089364.473,0,0.7604824,6.020522
3200,502.21658,502,4.9515749,4.75,5,[M+H]+,160631.875,935420.5982,0,0.7186222,3212.637
3201,506.79233,507,4.9515749,4.75,5,[M+H]+,92334.25,605742.5084,0,0.8344051,1846.685
3202,508.27652,508,4.9515749,4.75,5,[M+H]+,278677.875,1781179.769,0,0.7955971,3.795424
3203,581.79614,582,4.9515749,4.75,5,[M+H]+,52324.5,317188.7423,0,0.9121208,1046.49
3204,113.09628,113,4.9719208,4.75,5,[M+H]+,1010257.313,7464524.866,0,0.9783041,26.1307
3205,190.0499,190,4.9719208,4.75,5,[M+H]+,5906581.063,40731653.48,0,0.8249189,25.19932
3206,191.05341,191,4.9719208,4.75,5,[M+H]+,610800.6875,3700416.059,0,0.833838,8.61479
3207,201.10208,201,4.9719208,4.75,5,[M+H]+,469784.625,3731573.774,0,0.8131728,17.02509
3208,203.09961,203,4.9719208,4.75,5,[M+2H]2+,1142531.563,10930850.25,0,0.812703,87.13152
3209,256.06351,256,4.9719208,4.75,5,[M+H]+,534477.75,3150369.813,0,0.7585151,10.32084
3210,256.19034,256,4.9719208,4.75,5,[M+H]+,6483657.688,45021975.87,0,0.8185936,10.17182
3211,260.66547,261,4.9719208,4.75,5,[M+H]+,480076.8125,3369338.682,0,0.8518258,9052.969
3212,306.14432,306,4.9719208,4.75,5,[M+H]+,1328079.125,9604978.391,0,0.6641477,1.872431
3213,313.10382,313,4.9719208,4.75,5,[M+H]+,444640.0625,3156993.991,0,0.7364526,10.87921
3214,328.2226,328,4.9719208,4.75,5,[M+H]+,3376987.5,33059582.54,0,0.7919806,4.393466
3215,414.75967,415,4.9719208,4.75,5,[M+H]+,104255,552346.6885,0,0.8749802,2085.1
3216,481.16394,481,4.9719208,4.75,5,[M+H]+,490736.75,2852854.693,0,0.8643553,15.49064
3217,499.28711,499,4.9719208,4.75,5,[M+H]+,293676.75,2191054.857,0,0.7313628,8.209455
3218,634.28241,634,4.9719208,4.75,5,[M+H]+,87178.9375,499485.61,0,0.9353443,1743.579
3219,153.61629,154,4.9926603,4.75,5,[M+2H]2+,156046.375,1085595.459,0,0.6175094,255.2086
3220,176.11749,176,4.9926603,4.75,5,[M+2H]2+,1136622.5,7949146.933,0,0.6158013,18.23521
3221,176.61905,177,4.9926603,4.75,5,[M+2H]2+,283079.3125,2616544.629,0,0.909319,133.2381
3222,188.60265,189,4.9926603,4.75,5,[M+H]+,230793.5625,1505961.138,0,0.8147242,37.31776
3223,233.16447,233,4.9926603,4.75,5,[M+H]+,3454352.625,29671645.01,0,0.9455624,20.71066
3224,253.47781,253,4.9926603,4.75,5,[M+H]+,277166.875,1792665.187,0,0.8236461,5543.337
3225,271.52432,272,4.9926603,4.75,5,[M+H]+,177258.1875,983492.0806,0,0.7675756,6.523357
3226,271.85904,272,4.9926603,4.75,5,[M+H]+,87593.9375,491462.3017,0,0.8518044,1751.879
3227,303.13348,303,4.9926603,4.75,5,[M+H]+,14556616.44,131539562.7,0,0.8466503,37.53479
3228,325.10254,325,4.9926603,4.75,5,[M+Na]+,493824.0625,2957680.75,0,0.8716862,106.2168
3229,342.5415,343,4.9926603,4.75,5,[M+H]+,180696.375,1087637.908,0,0.7970592,3540.472
3230,377.19125,377,4.9926603,4.75,5,[M+H]+,3862154.125,26767383.02,0,0.8535221,8.061097
3231,390.11108,390,4.9926603,4.75,5,[M+H]+,142811.75,825092.501,0,0.8904945,2856.235
3232,411.08472,411,4.9926603,4.75,5,[M+H]+,102190.1875,642202.4003,0,0.8710691,2000.105
3233,464.76367,465,4.9926603,4.75,5,[M+H]+,239212.5625,1555145.513,0,0.7840722,4784.251
3234,560.20538,560,4.9926603,4.75,5,[M+H]+,225723.625,1312402.631,0,0.7261949,4514.473
3235,611.30176,611,4.9926603,4.75,5,[M+H]+,233335.3125,2967428.642,0,0.5536059,3.739993
3236,624.31073,624,4.9926603,4.75,5,[M+H]+,243873.8125,1410031.496,0,0.9146902,4877.476
3237,703.34851,703,4.9926603,4.75,5,[M+H]+,89838,568184.6969,0,0.7695526,13.44101
3238,153.11479,153,5.0139207,5,5.25,[M+2H]2+,783661.3125,6029308.409,0,0.8540305,16.63783
3239,191.15424,191,5.0139207,5,5.25,[M+H]+,246887050.8,1934436583,0,0.9459032,985.9246
3240,191.22491,191,5.0139207,5,5.25,[M+H]+,174529,1137024.557,0,0.8180532,333.1898
3241,192.15707,192,5.0139207,5,5.25,[M+H]+,33120077.75,254472983.1,0,0.9394575,49.35279
3242,193.16048,193,5.0139207,5,5.25,[M+H]+,2019067.375,16212525.97,0,0.8068278,8.125957
3243,215.08127,215,5.0139207,5,5.25,[M+H]+,1489401.938,14219683.16,0,0.8757967,91.09321
3244,253.65776,254,5.0139207,5,5.25,[M+H]+,1321558.875,8700214.851,0,0.9120901,102.9272
3245,253.81261,254,5.0139207,5,5.25,[M+H]+,114775.3125,670870.0011,0,0.7339547,2295.506
3246,261.08676,261,5.0139207,5,5.25,[M+H]+,2186069.25,12979974.53,0,0.9125615,15.45714
3247,263.10245,263,5.0139207,5,5.25,[M+H]+,680435.6875,6729626.44,0,0.842078,4.961794
3248,299.64685,300,5.0139207,5,5.25,[M+H]+,261236.1875,1536353.733,0,0.8228585,5224.724
3249,316.21155,316,5.0139207,5,5.25,[M+H]+,2803805.563,18282969.3,0,0.7785411,54.21152
3250,326.17059,326,5.0139207,5,5.25,[M+H]+,2232244.875,18909341.94,0,0.7709747,2.458952
3251,345.21283,345,5.0139207,5,5.25,[M+H]+,1949612.625,14859259.75,0,0.5693945,9.675797
3252,362.20697,362,5.0139207,5,5.25,[M+H]+,3588187.375,29487381.77,0,0.812805,8.514703
3253,362.21695,362,5.0139207,5,5.25,[M+H]+,3013306.375,24084542.99,0,0.8537003,63.43105
3254,438.1972,438,5.0139207,5,5.25,[M+H]+,503578.125,4136278.548,0,0.8232185,10071.56
3255,702.34723,702,5.0139207,5,5.25,[M+H]+,245617,1547910.37,0,0.8041685,5.079768
3256,145.08403,145,5.0337499,5,5.25,[M+H]+,621003.75,4848850.997,0,0.7460518,13.82081
3257,202.07092,202,5.0337499,5,5.25,[M+H]+,246315.4375,2119392.24,0,0.9321606,12.28642
3258,232.49295,232,5.0337499,5,5.25,[M+H]+,102871.375,650414.6453,0,0.8005517,2057.427
3259,265.15439,265,5.0337499,5,5.25,[M+H]+,22188671.19,139529638.6,0,0.8592949,49.89681
3260,267.67325,268,5.0337499,5,5.25,[M+H]+,1280752.75,9016696.012,0,0.7561655,21.06688
3261,311.6813,312,5.0337499,5,5.25,[M+H]+,485626.75,3331637.511,0,0.7997709,9712.535
3262,313.71506,314,5.0337499,5,5.25,[M+H]+,212320.5625,1531578.459,0,0.6713873,46.3895
3263,324.19144,324,5.0337499,5,5.25,[M+H]+,7250824.625,47726539.41,0,0.8876107,6.273501
3264,325.67877,326,5.0337499,5,5.25,[M+H]+,570390.4375,3640487.501,0,0.9035264,11369.18
3265,341.17038,341,5.0337499,5,5.25,[M+H]+,4918820.563,34688649.13,0,0.7606177,11.79086
3266,515.31873,515,5.0337499,5,5.25,[M+H]+,871506.5,5086156.893,0,0.8119461,10.58094
3267,144.08083,144,5.0548291,5,5.25,[M+H]+,4927494.375,35022682.02,0,0.802121,75.4062
3268,217.09715,217,5.0548291,5,5.25,[M+H]+,25410891.88,158991917.5,0,0.7951851,32.63729
3269,218.10028,218,5.0548291,5,5.25,[M+H]+,3465017.813,22594251.05,0,0.9449953,53.37809
3270,256.66302,257,5.0548291,5,5.25,[M+H]+,330666.9375,2448677.739,0,0.9679222,8.095709
3271,257.68921,258,5.0548291,5,5.25,[M+H]+,226556.4375,1977033.201,0,0.9440746,4.698305
3272,288.19165,288,5.0548291,5,5.25,[M+H]+,3944564.5,27403369.97,0,0.6896982,13.45667
3273,289.83945,290,5.0548291,5,5.25,[M+H]+,129653.8125,765396.1982,0,0.8851853,2593.076
3274,304.6734,305,5.0548291,5,5.25,[M+H]+,205731.125,1675627.866,0,0.8353484,7.621084
3275,305.22208,305,5.0548291,5,5.25,[M+NH4]+,327748,2307471.282,0,0.6382824,38.79856
3276,318.09695,318,5.0548291,5,5.25,[M+H]+,326374.5625,2153647.962,0,0.9099014,15.05423
3277,343.71323,344,5.0548291,5,5.25,[M+H]+,187973.875,1592816.421,0,0.9063246,3098.014
3278,354.20203,354,5.0548291,5,5.25,[M+H]+,2293494.25,16644220.6,0,0.8520563,8.04036
3279,383.89581,384,5.0548291,5,5.25,[M+H]+,183240.1875,1022195.951,0,0.8939183,3664.804
3280,397.74783,398,5.0548291,5,5.25,[M+H]+,47062.6875,268005.1367,0,0.8465556,941.2537
3281,414.11545,414,5.0548291,5,5.25,[M+H]+,211493.5,1745154.511,0,0.8473728,4229.87
3282,539.32031,539,5.0548291,5,5.25,[M+H]+,123081.5625,725392.8269,0,0.9321293,2461.631
3283,555.31763,555,5.0548291,5,5.25,[M+H]+,1597380.188,10091921.66,0,0.8436444,31947.6
3284,556.32111,556,5.0548291,5,5.25,[M+H]+,547035.875,3373057.585,0,0.8449837,10940.72
3285,211.63615,212,5.0767541,5,5.25,[M+H]+,403417.9375,3362421.715,0,0.9389788,7588.058
3286,264.142,264,5.0767541,5,5.25,[M+H]+,2616874.938,42612289.38,0,0.5806984,6.655209
3287,275.10239,275,5.0767541,5,5.25,[M+H]+,2080336.875,14715862.84,0,0.7781094,5.016168
3288,277.1181,277,5.0767541,5,5.25,[M+H]+,1390381.25,9803912.919,0,0.9260428,4.578826
3289,283.10739,283,5.0767541,5,5.25,[M+H]+,588721.3125,5648583.92,0,0.8604405,21.67272
3290,286.21204,286,5.0767541,5,5.25,[M+H]+,168720.9375,1371941.032,0,0.8361589,7.29206
3291,328.50903,329,5.0767541,5,5.25,[M+H]+,36373.0625,222076.584,0,0.7607096,727.4612
3292,334.21222,334,5.0767541,5,5.25,[M+H]+,2257342.688,15545100.08,0,0.7002637,9.461689
3293,335.72812,336,5.0767541,5,5.25,[M+H]+,132348,831950.5329,0,0.8281848,2646.96
3294,344.72537,345,5.0767541,5,5.25,[M+H]+,186362,1426743.85,0,0.8740681,10.53216
3295,355.55338,356,5.0767541,5,5.25,[M+H]+,154400.5625,1329943.637,0,0.9027582,3088.011
3296,355.88699,356,5.0767541,5,5.25,[M+H]+,79610.75,539198.4474,0,0.6981106,1592.215
3297,363.87851,364,5.0767541,5,5.25,[M+H]+,86597.8125,662889.4743,0,0.7521387,1731.956
3298,407.22861,407,5.0767541,5,5.25,[M+H]+,6083418.25,41440987.29,0,0.8325944,68.32446
3299,243.6862,244,5.0977688,5,5.25,[M+H]+,658485.4375,6029512.332,0,0.8568779,7.791718
3300,245.18584,245,5.0977688,5,5.25,[M+H]+,44807892.25,325236526.3,0,0.8047071,805.7754
3301,327.09708,327,5.0977688,5,5.25,[M+H]+,457504.3125,3011587.081,0,0.6650807,14.90208
3302,345.86978,346,5.0977688,5,5.25,[M+H]+,39478.8125,249247.2597,0,0.9201592,789.5762
3303,409.72391,410,5.0977688,5,5.25,[M+H]+,219955.375,1731468.831,0,0.7692298,4071.66
3304,435.25836,435,5.0977688,5,5.25,[M+2H]2+,466756.0625,3733174.118,0,0.6734325,8.962565
3305,435.7601,436,5.0977688,5,5.25,[M+2H]2+,172809,1160061.464,0,0.8369477,3456.18
3306,455.93246,456,5.0977688,5,5.25,[M+H]+,36872,220970.0916,0,0.915273,737.44
3307,460.27658,460,5.0977688,5,5.25,[M+2H]2+,672119.125,9424389.898,0,0.9570081,5.10797
3308,460.7775,461,5.0977688,5,5.25,[M+2H]2+,243232.5625,1420893.71,0,0.8364336,4864.651
3309,500.26999,500,5.0977688,5,5.25,[M+2H]2+,243481,2501244.467,0,0.673794,4.004296
3310,520.21136,520,5.0977688,5,5.25,[M+H]+,198383.625,1301877.84,0,0.8130458,15.09957
3311,600.81268,601,5.0977688,5,5.25,[M+H]+,55115.875,312474.7431,0,0.9291593,1102.318
3312,704.37958,704,5.0977688,5,5.25,[M+H]+,180711.75,1106081.064,0,0.7484778,3614.235
3313,126.09148,126,5.1183793,5,5.25,[M+H]+,592484.0625,4843791.655,0,0.7142181,16.78624
3314,136.60989,137,5.1183793,5,5.25,[M+H]+,26487,243432.1825,0,0.6878675,56.73952
3315,210.55846,211,5.1183793,5,5.25,[M+H]+,61780.625,367985.3837,0,0.7727683,8.356692
3316,259.08255,259,5.1183793,5,5.25,[M+H]+,6840952.563,44615329.35,0,0.8272035,42.50303
3317,266.17496,266,5.1183793,5,5.25,[M+H]+,4437946.125,26456839.22,0,0.6597211,188.4173
3318,270.66058,271,5.1183793,5,5.25,[M+H]+,542560.375,3658636.41,0,0.8710399,11.37954
3319,277.66849,278,5.1183793,5,5.25,[M+H]+,298128.9375,2267388.793,0,0.7885244,63.46264
3320,281.50427,282,5.1183793,5,5.25,[M+H]+,67770.9375,411534.2513,0,0.8642923,1355.419
3321,284.50797,285,5.1183793,5,5.25,[M+H]+,197722.4375,1198500.536,0,0.8646857,3954.449
3322,289.21204,289,5.1183793,5,5.25,[M+H]+,1832707.625,12421750.15,0,0.9402648,60.06731
3323,319.20154,319,5.1183793,5,5.25,[M+H]+,21254728.25,126774065.2,0,0.9414966,11.24125
3324,320.20493,320,5.1183793,5,5.25,[M+H]+,4530064.875,32624430.15,0,0.8399904,4.352537
3325,320.72275,321,5.1183793,5,5.25,[M+H]+,155207.8125,1519284.17,0,0.788859,3104.156
3326,336.22794,336,5.1183793,5,5.25,[M+NH4]+,2119314.563,20035495.04,0,0.8331758,41.97766
3327,342.73648,343,5.1183793,5,5.25,[M+H]+,538387.5,3430712.635,0,0.896629,69.54491
3328,347.18103,347,5.1183793,5,5.25,[M+H]+,1655831.813,16209036.09,0,0.7303119,3.910418
3329,359.7074,360,5.1183793,5,5.25,[M+H]+,384077.875,2810445.434,0,0.8071492,37.18127
3330,364.73676,365,5.1183793,5,5.25,[M+H]+,223849.6875,1957238.594,0,0.7734809,3903.906
3331,375.71072,376,5.1183793,5,5.25,[M+H]+,77548.625,633931.8231,0,0.622768,1349.825
3332,382.24466,382,5.1183793,5,5.25,[M+H]+,1258813.063,8974221.214,0,0.6337075,6.05324
3333,408.75031,409,5.1183793,5,5.25,[M+H]+,1056049.25,7765654.094,0,0.6424283,53.83443
3334,496.77707,497,5.1183793,5,5.25,[M+H]+,84427.1875,474648.247,0,0.9458029,1688.544
3335,499.76767,500,5.1183793,5,5.25,[M+2H]2+,360639.1875,2248030.604,0,0.7630162,7212.784
3336,152.60464,153,5.140175,5,5.25,[M+H]+,144197.5,885676.3879,0,0.7811921,5.950865
3337,231.63918,232,5.140175,5,5.25,[M+H]+,501190.0625,3605877.279,0,0.8302288,5.904689
3338,290.67606,291,5.140175,5,5.25,[M+H]+,208215.5625,1394986.502,0,0.94675,34.24929
3339,322.21234,322,5.140175,5,5.25,[M+NH4]+,6814196.063,54012789.62,0,0.7493749,13.44655
3340,323.21573,323,5.140175,5,5.25,[M+NH4]+,1125723.375,9479668.277,0,0.7363754,21667.31
3341,327.17014,327,5.140175,5,5.25,[M+Na]+,4492033.188,27339226.86,0,0.9395899,11.77143
3342,328.22281,328,5.140175,5,5.25,[M+H]+,2489082.438,17422529.91,0,0.5767614,0.797806
3343,345.1113,345,5.140175,5,5.25,[M+H]+,398562.25,2961388.197,0,0.8844293,8.422013
3344,367.09552,367,5.140175,5,5.25,[M+Na]+,1329409,11060571.5,0,0.731602,32.27322
3345,368.09906,368,5.140175,5,5.25,[M+Na]+,230947.1875,1784123.222,0,0.7456328,4618.944
3346,379.56329,380,5.140175,5,5.25,[M+H]+,57500,364097.3794,0,0.8938268,1150
3347,388.25375,388,5.140175,5,5.25,[M+H]+,4349948.625,24980703.3,0,0.8782412,8.37896
3348,389.25717,389,5.140175,5,5.25,[M+H]+,693594.75,4110008.935,0,0.6982796,3.737255
3349,413.10098,413,5.140175,5,5.25,[M+H]+,178811.0625,1186766.956,0,0.889572,2986.808
3350,428.76135,429,5.140175,5,5.25,[M+H]+,193197,1223839.176,0,0.9403324,3863.94
3351,629.79822,630,5.140175,5,5.25,[M+H]+,64227,376516.8669,0,0.8371961,1284.54
3352,689.37958,689,5.140175,5,5.25,[M+H]+,61764.5625,394577.2097,0,0.8505661,1235.291
3353,697.30377,697,5.140175,5,5.25,[M+H]+,124274.875,742861.7416,0,0.7378682,15.70754
3354,129.60202,130,5.1615272,5,5.25,[M+H]+,107413.1875,687779.4874,0,0.7862139,33.74469
3355,187.12308,187,5.1615272,5,5.25,[M+H]+,839530.9375,8772041.491,0,0.9127823,9.532682
3356,240.08669,240,5.1615272,5,5.25,[M+H]+,984924.25,7450077.308,0,0.7689704,79.01699
3357,261.08707,261,5.1615272,5,5.25,[M+H]+,1426821.375,8846200.084,0,0.7736624,10.12989
3358,274.10672,274,5.1615272,5,5.25,[M+H]+,336812.3125,2347494.807,0,0.8645867,4.72732
3359,307.11115,307,5.1615272,5,5.25,[M+H]+,6751676.813,47028602.94,0,0.8235223,12.37535
3360,309.10706,309,5.1615272,5,5.25,[M+H]+,352806.3125,2358139.32,0,0.8403433,8.347206
3361,311.16013,311,5.1615272,5,5.25,[M+H]+,2503926.813,16814103.83,0,0.945688,7.750451
3362,315.71268,316,5.1615272,5,5.25,[M+H]+,128273.1875,902570.3918,0,0.7513555,2450.129
3363,326.53787,327,5.1615272,5,5.25,[M+H]+,55559.5,353957.076,0,0.8222325,1111.19
3364,337.52148,338,5.1615272,5,5.25,[M+H]+,84797.75,588322.4757,0,0.8065346,1695.955
3365,342.06888,342,5.1615272,5,5.25,[M+H]+,257716.0625,1538082.699,0,0.7328032,6.941269
3366,365.08029,365,5.1615272,5,5.25,[M+H]+,359130.6875,3061952.926,0,0.7211787,7182.614
3367,368.53711,369,5.1615272,5,5.25,[M+H]+,142846.5,856554.5351,0,0.7552882,17.24653
3368,368.871,369,5.1615272,5,5.25,[M+H]+,96400.125,561229.3084,0,0.9594836,1928.002
3369,379.7421,380,5.1615272,5,5.25,[M+H]+,414151.5625,2753946.265,0,0.729565,8283.031
3370,396.56424,397,5.1615272,5,5.25,[M+H]+,29106.6875,180215.7193,0,0.8540732,582.1337
3371,541.33826,541,5.1615272,5,5.25,[M+H]+,148469.4375,943730.1059,0,0.849709,36.96383
3372,550.8067,551,5.1615272,5,5.25,[M+H]+,238274.25,1756570.355,0,0.6822736,4765.485
3373,158.09648,158,5.1831522,5,5.25,[M+H]+,3475758.875,21297274.09,0,0.7666959,30.81964
3374,214.08623,214,5.1831522,5,5.25,[M+H]+,1937932.313,11678954.19,0,0.8769531,13.21931
3375,229.09723,229,5.1831522,5,5.25,[M+H]+,13566360.38,86597084.7,0,0.8409899,164.9515
3376,230.10049,230,5.1831522,5,5.25,[M+H]+,2033777.125,13983155.48,0,0.8410798,25.52561
3377,244.09663,244,5.1831522,5,5.25,[M+H]+,1430732.188,9818888.561,0,0.7734841,6.902412
3378,248.65359,249,5.1831522,5,5.25,[M+H]+,446418.125,4322382.319,0,0.8374943,31.23825
3379,271.10751,271,5.1831522,5,5.25,[M+H]+,1896849,12087615.74,0,0.8540213,8.26767
3380,289.6864,290,5.1831522,5,5.25,[M+H]+,776655.1875,4954820.012,0,0.7484976,15255.63
3381,292.08154,292,5.1831522,5,5.25,[M+H]+,298148.9375,1942011.981,0,0.8651213,17.25371
3382,307.71524,308,5.1831522,5,5.25,[M+H]+,102905.625,1167232.506,0,0.7365608,1087.381
3383,334.09192,334,5.1831522,5,5.25,[M+H]+,484553.4375,2928558.442,0,0.9220073,44.71507
3384,363.00031,363,5.1831522,5,5.25,[M+H]+,55980.9375,357752.7948,0,0.7493535,1119.619
3385,448.21893,448,5.1831522,5,5.25,[M+H]+,605938.5,3595815.334,0,0.8510434,13.69689
3386,495.29645,495,5.1831522,5,5.25,[M+H]+,1810162.063,11212542.78,0,0.8058069,36203.24
3387,496.30054,496,5.1831522,5,5.25,[M+H]+,541743.0625,3282006.959,0,0.9161586,10.35413
3388,585.84052,586,5.1831522,5,5.25,[M+H]+,116349.25,950342.9564,0,0.8657643,2326.985
3389,590.29303,590,5.1831522,5,5.25,[M+H]+,123474.625,740491.7027,0,0.9107026,2469.492
3390,783.43689,783,5.1831522,5,5.25,[M+H]+,166958.1875,992290.2032,0,0.7463078,3339.164
